date,Price_Monthly_Avg,Price_Monthly_Max,PRCP_Monthly_Avg,TAVG_Monthly_Avg,TMAX_Monthly_Avg,TMIN_Monthly_Avg
2023-12-31,2332.180968,4311.54,0.137685185,82.81084229,92.94813492,72.87821565
2024-01-31,3353.316452,7843.125,0.904666667,84.09463646,94.2687963,74.69366359
2024-02-29,4084.201724,6401.61,0.152861111,85.90076628,96.34954844,76.8037415
2024-03-31,4797.049032,9471,0.454759259,73.80197133,81.01897676,66.58306452
2024-04-30,7242.825,10966.97,0.231535714,84.93398148,93.5191434,76.04022634
2024-05-31,5509.488065,8640.23,0.53344697,80.91155914,88.57671045,73.41005747
2024-06-30,5586.749,10121.94,0.488051984,78.25441799,85.28989512,72.28794974
2024-07-31,5315.684839,7687.68,0.111856614,78.85659242,84.58440476,73.56975917
2024-08-31,4820.096774,7542.79,0.064005952,74.98091398,80.49522487,69.72665572
2024-09-30,4495.275667,6826.34,0.096926808,79.02993386,86.86166383,72.70415344
2024-10-31,4884.055484,7108.1,0.329627112,79.96463134,88.08463902,73.69023297
2024-11-30,5551.087667,9099.8,0.273641975,70.95654762,77.49954212,62.97347149
